Status,Title,Solution,Acceptance,Difficulty,Frequency,prob_url
,1675. Minimize Deviation in Array,,54.7%,Hard,,https://leetcode.com/problems/minimize-deviation-in-array/solution
,1697. Checking Existence of Edge Length Limited Paths,,50.7%,Hard,,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/solution
,1770. Maximum Score from Performing Multiplication Operations,,37.4%,Hard,,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations/solution
,2045. Second Minimum Time to Reach Destination,,39.2%,Hard,,https://leetcode.com/problems/second-minimum-time-to-reach-destination/solution
,2136. Earliest Possible Day of Full Bloom,,73.6%,Hard,,https://leetcode.com/problems/earliest-possible-day-of-full-bloom/solution
,2246. Longest Path With Different Adjacent Characters,,55.8%,Hard,,https://leetcode.com/problems/longest-path-with-different-adjacent-characters/solution
,2281. Sum of Total Strength of Wizards,,27.4%,Hard,,https://leetcode.com/problems/sum-of-total-strength-of-wizards/solution
,2306. Naming a Company,,47.1%,Hard,,https://leetcode.com/problems/naming-a-company/solution
,2328. Number of Increasing Paths in a Grid,,47.6%,Hard,,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid/solution
,2360. Longest Cycle in a Graph,,38.9%,Hard,,https://leetcode.com/problems/longest-cycle-in-a-graph/solution
,2421. Number of Good Paths,,57.6%,Hard,,https://leetcode.com/problems/number-of-good-paths/solution
,2444. Count Subarrays With Fixed Bounds,,62.0%,Hard,,https://leetcode.com/problems/count-subarrays-with-fixed-bounds/solution
,2448. Minimum Cost to Make Array Equal,,34.8%,Hard,,https://leetcode.com/problems/minimum-cost-to-make-array-equal/solution
,2551. Put Marbles in Bags,,52.8%,Hard,,https://leetcode.com/problems/put-marbles-in-bags/solution
